context,dialogue_id,model,reference,response,annotations.overall,am_scores,fm_scores,am_fm_scores
"listen , karen , i need your help . i do n't know anyone here yet .
i 'm glad to help you . what 's wrong ?
my mother - in - law just went into the hospital in l . a . hank and i will be flying there tonight .
i 'm sorry to hear it . what 's wrong with her ?
doctors are n't sure yet . but the real problem is suzy . she has a bad cold , and we do n't want to take her with us . but we do n't know who can stay with her .
you need a babysitter .
yes , i 'd ask jill , the girl i 've had before , but i need someone overnight . maybe even for two nights .
i could have suzy stay at my place .
i do n't want to do that to you , karen .
why not ?",dailydialog-gupta_00075,seq2seqf,"[""i do n't want to burden you ."", 'are you sure it would be okay ?', ""i do n't want her to get you sick ."", ""your own kids would get suzy 's cold . i think it would be better to have a good babysitter here . but i do n't know who to ask . i need someone more mature than jill . it might even be for two or three days .""]",i 'm not sure .,0.8471607296141894,0.913707,0.7806144413298193,0.8471607296141894
"listen , karen , i need your help . i do n't know anyone here yet .
i 'm glad to help you . what 's wrong ?
my mother - in - law just went into the hospital in l . a . hank and i will be flying there tonight .
i 'm sorry to hear it . what 's wrong with her ?
doctors are n't sure yet . but the real problem is suzy . she has a bad cold , and we do n't want to take her with us . but we do n't know who can stay with her .
you need a babysitter .
yes , i 'd ask jill , the girl i 've had before , but i need someone overnight . maybe even for two nights .
i could have suzy stay at my place .
i do n't want to do that to you , karen .
why not ?",dailydialog-gupta_00076,dualencoder_train,"[""i do n't want to burden you ."", 'are you sure it would be okay ?', ""i do n't want her to get you sick ."", ""your own kids would get suzy 's cold . i think it would be better to have a good babysitter here . but i do n't know who to ask . i need someone more mature than jill . it might even be for two or three days .""]","well , mumm , they ... time for a break ! we can talk about it when you get back .",0.9607358701223159,0.94298244,0.9784893050181912,0.9607358701223159
"listen , karen , i need your help . i do n't know anyone here yet .
i 'm glad to help you . what 's wrong ?
my mother - in - law just went into the hospital in l . a . hank and i will be flying there tonight .
i 'm sorry to hear it . what 's wrong with her ?
doctors are n't sure yet . but the real problem is suzy . she has a bad cold , and we do n't want to take her with us . but we do n't know who can stay with her .
you need a babysitter .
yes , i 'd ask jill , the girl i 've had before , but i need someone overnight . maybe even for two nights .
i could have suzy stay at my place .
i do n't want to do that to you , karen .
why not ?",dailydialog-gupta_00077,hredf,"[""i do n't want to burden you ."", 'are you sure it would be okay ?', ""i do n't want her to get you sick ."", ""your own kids would get suzy 's cold . i think it would be better to have a good babysitter here . but i do n't know who to ask . i need someone more mature than jill . it might even be for two or three days .""]","well , doctors is a lousy girl . she said she would like to start with her .",0.9349633533173594,0.87908816,0.9908385432588641,0.9349633533173594
"listen , karen , i need your help . i do n't know anyone here yet .
i 'm glad to help you . what 's wrong ?
my mother - in - law just went into the hospital in l . a . hank and i will be flying there tonight .
i 'm sorry to hear it . what 's wrong with her ?
doctors are n't sure yet . but the real problem is suzy . she has a bad cold , and we do n't want to take her with us . but we do n't know who can stay with her .
you need a babysitter .
yes , i 'd ask jill , the girl i 've had before , but i need someone overnight . maybe even for two nights .
i could have suzy stay at my place .
i do n't want to do that to you , karen .
why not ?",dailydialog-gupta_00078,CVAEf,"[""i do n't want to burden you ."", 'are you sure it would be okay ?', ""i do n't want her to get you sick ."", ""your own kids would get suzy 's cold . i think it would be better to have a good babysitter here . but i do n't know who to ask . i need someone more mature than jill . it might even be for two or three days .""]",she 's a little busy . i want to ask you to do some household - ups .,0.962270026370043,0.9331383,0.9914017418308149,0.962270026370043
"listen , karen , i need your help . i do n't know anyone here yet .
i 'm glad to help you . what 's wrong ?
my mother - in - law just went into the hospital in l . a . hank and i will be flying there tonight .
i 'm sorry to hear it . what 's wrong with her ?
doctors are n't sure yet . but the real problem is suzy . she has a bad cold , and we do n't want to take her with us . but we do n't know who can stay with her .
you need a babysitter .
yes , i 'd ask jill , the girl i 've had before , but i need someone overnight . maybe even for two nights .
i could have suzy stay at my place .
i do n't want to do that to you , karen .
why not ?",dailydialog-gupta_00079,human,"[""i do n't want to burden you ."", 'are you sure it would be okay ?', ""i do n't want her to get you sick ."", ""your own kids would get suzy 's cold . i think it would be better to have a good babysitter here . but i do n't know who to ask . i need someone more mature than jill . it might even be for two or three days .""]",i 'd feel awful if you got sick because of suzy .,0.8959165613459147,0.9164886,0.8753445348355366,0.8959165613459147
"hello , sir . how can we help you today ?
i need to find out some more information for l / c . i would like an outline of responsibilities , both ours , yours and the beneficiary , please .
ok , to start , the conditions are specified by the buyer and may include insurance forms , way bills , bills of lading , customs forms , various certificates .
ok , got it . is there anything else i need to know before we go ahead ?",dailydialog-gupta_00080,seq2seqf,"['no , you should be all set .', 'i think that covers everything . do you have any other questions ?', ""i do n't think so . would you like an emailed document listing the above forms ?"", ""just that in effect , a basic letter of credit is a financial contract between the bank , the bank 's customer , and the beneficiary , and this contract involves the transfer of goods or services against funds .""]","yes , we have a new year 's day .",0.9581044736069226,0.928392,0.9878169541680383,0.9581044736069226
"hello , sir . how can we help you today ?
i need to find out some more information for l / c . i would like an outline of responsibilities , both ours , yours and the beneficiary , please .
ok , to start , the conditions are specified by the buyer and may include insurance forms , way bills , bills of lading , customs forms , various certificates .
ok , got it . is there anything else i need to know before we go ahead ?",dailydialog-gupta_00081,hredf,"['no , you should be all set .', 'i think that covers everything . do you have any other questions ?', ""i do n't think so . would you like an emailed document listing the above forms ?"", ""just that in effect , a basic letter of credit is a financial contract between the bank , the bank 's customer , and the beneficiary , and this contract involves the transfer of goods or services against funds .""]","yes , it is . but you need to transfer a letter of references .",0.9529380964335152,0.9255677,0.9803085063092608,0.9529380964335152
"hello , sir . how can we help you today ?
i need to find out some more information for l / c . i would like an outline of responsibilities , both ours , yours and the beneficiary , please .
ok , to start , the conditions are specified by the buyer and may include insurance forms , way bills , bills of lading , customs forms , various certificates .
ok , got it . is there anything else i need to know before we go ahead ?",dailydialog-gupta_00082,CVAEf,"['no , you should be all set .', 'i think that covers everything . do you have any other questions ?', ""i do n't think so . would you like an emailed document listing the above forms ?"", ""just that in effect , a basic letter of credit is a financial contract between the bank , the bank 's customer , and the beneficiary , and this contract involves the transfer of goods or services against funds .""]","yes , we are going to replace the account number . it 's a simple transaction to process you .",0.9404838566208142,0.91220975,0.9687579640198268,0.9404838566208142
"hello , sir . how can we help you today ?
i need to find out some more information for l / c . i would like an outline of responsibilities , both ours , yours and the beneficiary , please .
ok , to start , the conditions are specified by the buyer and may include insurance forms , way bills , bills of lading , customs forms , various certificates .
ok , got it . is there anything else i need to know before we go ahead ?",dailydialog-gupta_00083,dualencoder_train,"['no , you should be all set .', 'i think that covers everything . do you have any other questions ?', ""i do n't think so . would you like an emailed document listing the above forms ?"", ""just that in effect , a basic letter of credit is a financial contract between the bank , the bank 's customer , and the beneficiary , and this contract involves the transfer of goods or services against funds .""]","yes , our delivery fee could be waived , if you make an order of 50 units or more . we would have to insist on the annual contract , however . i understand it 's not the most convenient for you . perhaps we could shorten it to a sixth month contract if you are willing to take a lower rebate .",0.872529813808184,0.78723365,0.9578259769320112,0.872529813808184
"hello , sir . how can we help you today ?
i need to find out some more information for l / c . i would like an outline of responsibilities , both ours , yours and the beneficiary , please .
ok , to start , the conditions are specified by the buyer and may include insurance forms , way bills , bills of lading , customs forms , various certificates .
ok , got it . is there anything else i need to know before we go ahead ?",dailydialog-gupta_00084,human,"['no , you should be all set .', 'i think that covers everything . do you have any other questions ?', ""i do n't think so . would you like an emailed document listing the above forms ?"", ""just that in effect , a basic letter of credit is a financial contract between the bank , the bank 's customer , and the beneficiary , and this contract involves the transfer of goods or services against funds .""]",i think that 's everything !,0.9087119282679486,0.93453866,0.8828851941022728,0.9087119282679486
