dialogue_id,model,context,response,reference,annotations.overall,am_scores,fm_scores,am_fm_scores
dstc6_00579,S_19,,,,0.936832933,,,
dstc6_00580,S_00,,,,0.785092828,,,
dstc6_00581,S_01,,,,0.767416802,,,
dstc6_00582,S_02,,,,0.775573077,,,
dstc6_00583,S_03,,,,0.782963394,,,
dstc6_00584,S_04,,,,0.76001168,,,
dstc6_00585,S_05,,,,0.728573904,,,
dstc6_00586,S_06,,,,0.782963394,,,
dstc6_00587,S_07,,,,0.708873243,,,
dstc6_00588,S_08,,,,0.763313127,,,
dstc6_00589,S_09,,,,0.82792047,,,
dstc6_00590,S_10,,,,0.872008367,,,
dstc6_00591,S_11,,,,0.892615326,,,
dstc6_00592,S_12,,,,0.790809713,,,
dstc6_00593,S_13,,,,0.845585565,,,
dstc6_00594,S_14,,,,0.880062025,,,
dstc6_00595,S_15,,,,0.869456804,,,
dstc6_00596,S_16,,,,0.880062025,,,
dstc6_00597,S_17,,,,0.880062025,,,
dstc6_00598,S_18,,,,0.898046636,,,
dstc6_00599,S_19,,,,0.714992067,,,
dstc6_00600,S_00,,,,0.924203597,,,
dstc6_00601,S_01,,,,0.872303636,,,
dstc6_00602,S_02,,,,0.968860244,,,
dstc6_00603,S_03,,,,0.967460602,,,
dstc6_00604,S_04,,,,0.964628522,,,
dstc6_00605,S_05,,,,0.967460602,,,
dstc6_00606,S_06,,,,0.967460602,,,
dstc6_00607,S_07,,,,0.95828169,,,
dstc6_00608,S_08,,,,0.897658914,,,
dstc6_00609,S_09,,,,0.968682287,,,
dstc6_00610,S_10,,,,0.930555981,,,
dstc6_00611,S_11,,,,0.957661887,,,
dstc6_00612,S_12,,,,0.921798041,,,
dstc6_00613,S_13,,,,0.89264883,,,
dstc6_00614,S_14,,,,0.970177262,,,
dstc6_00615,S_15,,,,0.905659826,,,
dstc6_00616,S_16,,,,0.970177262,,,
dstc6_00617,S_17,,,,0.887713559,,,
dstc6_00618,S_18,,,,0.978675082,,,
dstc6_00619,S_19,,,,0.879797565,,,
dstc6_00620,S_00,,,,0.745489783,,,
dstc6_00621,S_01,,,,0.875928334,,,
dstc6_00622,S_02,,,,0.938371124,,,
dstc6_00623,S_03,,,,0.750051388,,,
dstc6_00624,S_04,,,,0.689473019,,,
dstc6_00625,S_05,,,,0.725856013,,,
dstc6_00626,S_06,,,,0.750051388,,,
dstc6_00627,S_07,,,,0.701226854,,,
dstc6_00628,S_08,,,,0.805389859,,,
dstc6_00629,S_09,,,,0.858326277,,,
dstc6_00630,S_10,,,,0.838256653,,,
dstc6_00631,S_11,,,,0.84084003,,,
dstc6_00632,S_12,,,,0.8125011,,,
dstc6_00633,S_13,,,,0.743384708,,,
dstc6_00634,S_14,,,,0.9002405,,,
dstc6_00635,S_15,,,,0.933622075,,,
dstc6_00636,S_16,,,,0.883786463,,,
dstc6_00637,S_17,,,,0.885591975,,,
dstc6_00638,S_18,,,,0.885591975,,,
dstc6_00639,S_19,,,,0.714992067,,,
dstc6_00640,S_00,,,,0.864425282,,,
dstc6_00641,S_01,,,,0.736701014,,,
dstc6_00642,S_02,,,,0.696429439,,,
dstc6_00643,S_03,,,,0.830134519,,,
dstc6_00644,S_04,,,,0.723216814,,,
dstc6_00645,S_05,,,,0.737282254,,,
dstc6_00646,S_06,,,,0.830134519,,,
dstc6_00647,S_07,,,,0.725306572,,,
dstc6_00648,S_08,,,,0.736701014,,,
dstc6_00649,S_09,,,,0.742674256,,,
dstc6_00650,S_10,,,,0.728819913,,,
dstc6_00651,S_11,,,,0.917097758,,,
dstc6_00652,S_12,,,,0.901289886,,,
dstc6_00653,S_13,,,,0.745176711,,,
dstc6_00654,S_14,,,,0.763161309,,,
dstc6_00655,S_15,,,,0.813819373,,,
dstc6_00656,S_16,,,,0.902562689,,,
dstc6_00657,S_17,,,,0.876203721,,,
dstc6_00658,S_18,,,,0.834064467,,,
dstc6_00659,S_19,,,,0.714992067,,,
dstc6_00660,S_00,,,,0.734653617,,,
dstc6_00661,S_01,,,,0.891149001,,,
dstc6_00662,S_02,,,,0.70701376,,,
dstc6_00663,S_03,,,,0.771994609,,,
dstc6_00664,S_04,,,,0.728758788,,,
dstc6_00665,S_05,,,,0.768829883,,,
dstc6_00666,S_06,,,,0.771994609,,,
dstc6_00667,S_07,,,,0.71505564,,,
dstc6_00668,S_08,,,,0.891149001,,,
dstc6_00669,S_09,,,,0.700271919,,,
dstc6_00670,S_10,,,,0.778953303,,,
dstc6_00671,S_11,,,,0.758737547,,,
dstc6_00672,S_12,,,,0.786207943,,,
dstc6_00673,S_13,,,,0.770015,,,
dstc6_00674,S_14,,,,0.851950423,,,
dstc6_00675,S_15,,,,0.915925709,,,
dstc6_00676,S_16,,,,0.79605033,,,
dstc6_00677,S_17,,,,0.844140736,,,
dstc6_00678,S_18,,,,0.915925709,,,
dstc6_00679,S_19,,,,0.947796575,,,
dstc6_00680,S_00,,,,0.728017409,,,
dstc6_00681,S_01,,,,0.908188192,,,
dstc6_00682,S_02,,,,0.872498083,,,
dstc6_00683,S_03,,,,0.86177478,,,
dstc6_00684,S_04,,,,0.945160471,,,
dstc6_00685,S_05,,,,0.872498083,,,
dstc6_00686,S_06,,,,0.86177478,,,
dstc6_00687,S_07,,,,0.738000041,,,
dstc6_00688,S_08,,,,0.908188192,,,
dstc6_00689,S_09,,,,0.954916024,,,
dstc6_00690,S_10,,,,0.954916024,,,
dstc6_00691,S_11,,,,0.505134216,,,
dstc6_00692,S_12,,,,0.881238651,,,
dstc6_00693,S_13,,,,0.872498083,,,
dstc6_00694,S_14,,,,0.948549018,,,
dstc6_00695,S_15,,,,0.92232619,,,
dstc6_00696,S_16,,,,0.933092649,,,
dstc6_00697,S_17,,,,0.808255015,,,
dstc6_00698,S_18,,,,0.826123171,,,
dstc6_00699,S_19,,,,0.918893488,,,
dstc6_00700,S_00,,,,0.6976795,,,
dstc6_00701,S_01,,,,0.727859775,,,
dstc6_00702,S_02,,,,0.931553491,,,
dstc6_00703,S_03,,,,0.834046244,,,
dstc6_00704,S_04,,,,0.702968424,,,
dstc6_00705,S_05,,,,0.945160471,,,
dstc6_00706,S_06,,,,0.834046244,,,
dstc6_00707,S_07,,,,0.832825867,,,
dstc6_00708,S_08,,,,0.910675146,,,
dstc6_00709,S_09,,,,0.886382314,,,
dstc6_00710,S_10,,,,0.785126533,,,
dstc6_00711,S_11,,,,0.785126533,,,
dstc6_00712,S_12,,,,0.811810373,,,
dstc6_00713,S_13,,,,0.749674985,,,
dstc6_00714,S_14,,,,0.906989417,,,
dstc6_00715,S_15,,,,0.952235386,,,
dstc6_00716,S_16,,,,0.897678523,,,
dstc6_00717,S_17,,,,0.952235386,,,
dstc6_00718,S_18,,,,0.941185205,,,
dstc6_00719,S_19,,,,0.918893488,,,
dstc6_00720,S_00,,,,0.930626254,,,
dstc6_00721,S_01,,,,0.74392339,,,
dstc6_00722,S_02,,,,0.929807439,,,
dstc6_00723,S_03,,,,0.74392339,,,
dstc6_00724,S_04,,,,0.928292428,,,
dstc6_00725,S_05,,,,0.764539301,,,
dstc6_00726,S_06,,,,0.74392339,,,
dstc6_00727,S_07,,,,0.764539301,,,
dstc6_00728,S_08,,,,0.74392339,,,
dstc6_00729,S_09,,,,0.742301783,,,
dstc6_00730,S_10,,,,0.764539301,,,
dstc6_00731,S_11,,,,0.764539301,,,
dstc6_00732,S_12,,,,0.956687799,,,
dstc6_00733,S_13,,,,0.74392339,,,
dstc6_00734,S_14,,,,0.907841209,,,
dstc6_00735,S_15,,,,0.959274117,,,
dstc6_00736,S_16,,,,0.8964046,,,
dstc6_00737,S_17,,,,0.969895014,,,
dstc6_00738,S_18,,,,0.949846835,,,
dstc6_00739,S_19,,,,0.92893036,,,
dstc6_00740,S_00,,,,0.757127226,,,
dstc6_00741,S_01,,,,0.844476402,,,
dstc6_00742,S_02,,,,0.717284015,,,
dstc6_00743,S_03,,,,0.817758062,,,
dstc6_00744,S_04,,,,0.872498083,,,
dstc6_00745,S_05,,,,0.801901746,,,
dstc6_00746,S_06,,,,0.817758062,,,
dstc6_00747,S_07,,,,0.888287229,,,
dstc6_00748,S_08,,,,0.844476402,,,
dstc6_00749,S_09,,,,0.743253623,,,
dstc6_00750,S_10,,,,0.785767968,,,
dstc6_00751,S_11,,,,0.881984286,,,
dstc6_00752,S_12,,,,0.842784116,,,
dstc6_00753,S_13,,,,0.704587118,,,
dstc6_00754,S_14,,,,0.962762747,,,
dstc6_00755,S_15,,,,0.801901746,,,
dstc6_00756,S_16,,,,0.881284335,,,
dstc6_00757,S_17,,,,0.690733964,,,
dstc6_00758,S_18,,,,0.9054331,,,
dstc6_00759,S_19,,,,0.719776206,,,
dstc6_00760,S_00,,,,0.945160471,,,
dstc6_00761,S_01,,,,0.942315624,,,
dstc6_00762,S_02,,,,0.931553491,,,
dstc6_00763,S_03,,,,0.809454534,,,
dstc6_00764,S_04,,,,0.708949685,,,
dstc6_00765,S_05,,,,0.83116605,,,
dstc6_00766,S_06,,,,0.809454534,,,
dstc6_00767,S_07,,,,0.712380772,,,
dstc6_00768,S_08,,,,0.893601985,,,
dstc6_00769,S_09,,,,0.803257689,,,
dstc6_00770,S_10,,,,0.931553491,,,
dstc6_00771,S_11,,,,0.792909577,,,
dstc6_00772,S_12,,,,0.794657831,,,
dstc6_00773,S_13,,,,0.93638628,,,
dstc6_00774,S_14,,,,0.929424069,,,
dstc6_00775,S_15,,,,0.931553491,,,
dstc6_00776,S_16,,,,0.909781565,,,
dstc6_00777,S_17,,,,0.637042403,,,
dstc6_00778,S_18,,,,0.724362917,,,
dstc6_00779,S_19,,,,0.931553491,,,
dstc6_00780,S_00,,,,0.944588196,,,
dstc6_00781,S_01,,,,0.918893488,,,
dstc6_00782,S_02,,,,0.943722886,,,
dstc6_00783,S_03,,,,0.928648755,,,
dstc6_00784,S_04,,,,0.717267187,,,
dstc6_00785,S_05,,,,0.783534823,,,
dstc6_00786,S_06,,,,0.928648755,,,
dstc6_00787,S_07,,,,0.726425681,,,
dstc6_00788,S_08,,,,0.934008954,,,
dstc6_00789,S_09,,,,0.727920503,,,
dstc6_00790,S_10,,,,0.939259956,,,
dstc6_00791,S_11,,,,0.9386866,,,
dstc6_00792,S_12,,,,0.795908403,,,
dstc6_00793,S_13,,,,0.903208396,,,
dstc6_00794,S_14,,,,0.875397433,,,
dstc6_00795,S_15,,,,0.908123932,,,
dstc6_00796,S_16,,,,0.886443422,,,
dstc6_00797,S_17,,,,0.926555536,,,
dstc6_00798,S_18,,,,0.906732788,,,
dstc6_00799,S_19,,,,0.918893488,,,
dstc6_00800,S_00,,,,0.768190363,,,
dstc6_00801,S_01,,,,0.774205064,,,
dstc6_00802,S_02,,,,0.707984354,,,
dstc6_00803,S_03,,,,0.752027089,,,
dstc6_00804,S_04,,,,0.702968424,,,
dstc6_00805,S_05,,,,0.702968424,,,
dstc6_00806,S_06,,,,0.752027089,,,
dstc6_00807,S_07,,,,0.705025041,,,
dstc6_00808,S_08,,,,0.774205064,,,
dstc6_00809,S_09,,,,0.77983869,,,
dstc6_00810,S_10,,,,0.871869039,,,
dstc6_00811,S_11,,,,0.820012117,,,
dstc6_00812,S_12,,,,0.880331865,,,
dstc6_00813,S_13,,,,0.726312235,,,
dstc6_00814,S_14,,,,0.961245414,,,
dstc6_00815,S_15,,,,0.940670511,,,
dstc6_00816,S_16,,,,0.940203931,,,
dstc6_00817,S_17,,,,0.878866872,,,
dstc6_00818,S_18,,,,0.900675541,,,
dstc6_00819,S_19,,,,0.719776206,,,
dstc6_00820,S_00,,,,0.867060486,,,
dstc6_00821,S_01,,,,0.786680063,,,
dstc6_00822,S_02,,,,0.753747355,,,
dstc6_00823,S_03,,,,0.944695656,,,
dstc6_00824,S_04,,,,0.701281905,,,
dstc6_00825,S_05,,,,0.709012432,,,
dstc6_00826,S_06,,,,0.944695656,,,
dstc6_00827,S_07,,,,0.699710364,,,
dstc6_00828,S_08,,,,0.786680063,,,
dstc6_00829,S_09,,,,0.727962863,,,
dstc6_00830,S_10,,,,0.721715395,,,
dstc6_00831,S_11,,,,0.852914658,,,
dstc6_00832,S_12,,,,0.896462617,,,
dstc6_00833,S_13,,,,0.787616412,,,
dstc6_00834,S_14,,,,0.962119998,,,
dstc6_00835,S_15,,,,0.940670511,,,
dstc6_00836,S_16,,,,0.967533051,,,
dstc6_00837,S_17,,,,0.867060486,,,
dstc6_00838,S_18,,,,0.708311846,,,
dstc6_00839,S_19,,,,0.719776206,,,
dstc6_00840,S_00,,,,0.71862258,,,
dstc6_00841,S_01,,,,0.861226272,,,
dstc6_00842,S_02,,,,0.929003013,,,
dstc6_00843,S_03,,,,0.929003013,,,
dstc6_00844,S_04,,,,0.858320335,,,
dstc6_00845,S_05,,,,0.929003013,,,
dstc6_00846,S_06,,,,0.929003013,,,
dstc6_00847,S_07,,,,0.858320335,,,
dstc6_00848,S_08,,,,0.861226272,,,
dstc6_00849,S_09,,,,0.739535023,,,
dstc6_00850,S_10,,,,0.892015959,,,
dstc6_00851,S_11,,,,0.589938567,,,
dstc6_00852,S_12,,,,0.785126533,,,
dstc6_00853,S_13,,,,0.71862258,,,
dstc6_00854,S_14,,,,0.88708332,,,
dstc6_00855,S_15,,,,0.913070688,,,
dstc6_00856,S_16,,,,0.895860857,,,
dstc6_00857,S_17,,,,0.88708332,,,
dstc6_00858,S_18,,,,0.916248345,,,
dstc6_00859,S_19,,,,0.749871741,,,
dstc6_00860,S_00,,,,0.806274889,,,
dstc6_00861,S_01,,,,0.756805338,,,
dstc6_00862,S_02,,,,0.737136125,,,
dstc6_00863,S_03,,,,0.806367195,,,
dstc6_00864,S_04,,,,0.715828384,,,
dstc6_00865,S_05,,,,0.780031654,,,
dstc6_00866,S_06,,,,0.806367195,,,
dstc6_00867,S_07,,,,0.721138898,,,
dstc6_00868,S_08,,,,0.938118277,,,
dstc6_00869,S_09,,,,0.806274889,,,
dstc6_00870,S_10,,,,0.880806821,,,
dstc6_00871,S_11,,,,0.857143155,,,
dstc6_00872,S_12,,,,0.857143155,,,
dstc6_00873,S_13,,,,0.770280159,,,
dstc6_00874,S_14,,,,0.857143155,,,
dstc6_00875,S_15,,,,0.857143155,,,
dstc6_00876,S_16,,,,0.833279157,,,
dstc6_00877,S_17,,,,0.857143155,,,
dstc6_00878,S_18,,,,0.802266798,,,
dstc6_00879,S_19,,,,0.719776206,,,
dstc6_00880,S_00,,,,0.968138448,,,
dstc6_00881,S_01,,,,0.95911642,,,
dstc6_00882,S_02,,,,0.965953554,,,
dstc6_00883,S_03,,,,0.962387713,,,
dstc6_00884,S_04,,,,0.969926268,,,
dstc6_00885,S_05,,,,0.954710991,,,
dstc6_00886,S_06,,,,0.962387713,,,
dstc6_00887,S_07,,,,0.976317013,,,
dstc6_00888,S_08,,,,0.95911642,,,
dstc6_00889,S_09,,,,0.940807169,,,
dstc6_00890,S_10,,,,0.948897971,,,
dstc6_00891,S_11,,,,0.980046574,,,
dstc6_00892,S_12,,,,0.951180538,,,
dstc6_00893,S_13,,,,0.956932453,,,
dstc6_00894,S_14,,,,0.902722802,,,
dstc6_00895,S_15,,,,0.955492072,,,
dstc6_00896,S_16,,,,0.902722802,,,
dstc6_00897,S_17,,,,0.902722802,,,
dstc6_00898,S_18,,,,0.968138448,,,
dstc6_00899,S_19,,,,0.713289172,,,
dstc6_00900,S_00,,,,0.947610762,,,
dstc6_00901,S_01,,,,0.942711113,,,
dstc6_00902,S_02,,,,0.9353976,,,
dstc6_00903,S_03,,,,0.949095846,,,
dstc6_00904,S_04,,,,0.942711113,,,
dstc6_00905,S_05,,,,0.757240177,,,
dstc6_00906,S_06,,,,0.949095846,,,
dstc6_00907,S_07,,,,0.94604726,,,
dstc6_00908,S_08,,,,0.942711113,,,
dstc6_00909,S_09,,,,0.757240177,,,
dstc6_00910,S_10,,,,0.757240177,,,
dstc6_00911,S_11,,,,0.757240177,,,
dstc6_00912,S_12,,,,0.885230956,,,
dstc6_00913,S_13,,,,0.757240177,,,
dstc6_00914,S_14,,,,0.943259308,,,
dstc6_00915,S_15,,,,0.972106946,,,
dstc6_00916,S_16,,,,0.837121706,,,
dstc6_00917,S_17,,,,0.934226882,,,
dstc6_00918,S_18,,,,0.873605518,,,
dstc6_00919,S_19,,,,0.9353976,,,
dstc6_00920,S_00,,,,0.799222861,,,
dstc6_00921,S_01,,,,0.979546373,,,
dstc6_00922,S_02,,,,0.748140282,,,
dstc6_00923,S_03,,,,0.833080417,,,
dstc6_00924,S_04,,,,0.960016882,,,
dstc6_00925,S_05,,,,0.82344501,,,
dstc6_00926,S_06,,,,0.833080417,,,
dstc6_00927,S_07,,,,0.833080417,,,
dstc6_00928,S_08,,,,0.824689731,,,
dstc6_00929,S_09,,,,0.961634281,,,
dstc6_00930,S_10,,,,0.962819368,,,
dstc6_00931,S_11,,,,0.805510948,,,
dstc6_00932,S_12,,,,0.835273789,,,
dstc6_00933,S_13,,,,0.712067052,,,
dstc6_00934,S_14,,,,0.945775626,,,
dstc6_00935,S_15,,,,0.966662706,,,
dstc6_00936,S_16,,,,0.936360641,,,
dstc6_00937,S_17,,,,0.963316695,,,
dstc6_00938,S_18,,,,0.966662706,,,
dstc6_00939,S_19,,,,0.724474748,,,
dstc6_00940,S_00,,,,0.787014176,,,
dstc6_00941,S_01,,,,0.721750292,,,
dstc6_00942,S_02,,,,0.711955248,,,
dstc6_00943,S_03,,,,0.802414046,,,
dstc6_00944,S_04,,,,0.70967305,,,
dstc6_00945,S_05,,,,0.761806157,,,
dstc6_00946,S_06,,,,0.802414046,,,
dstc6_00947,S_07,,,,0.72923384,,,
dstc6_00948,S_08,,,,0.721750292,,,
dstc6_00949,S_09,,,,0.839487575,,,
dstc6_00950,S_10,,,,0.87632097,,,
dstc6_00951,S_11,,,,0.945748758,,,
dstc6_00952,S_12,,,,0.864730315,,,
dstc6_00953,S_13,,,,0.780799546,,,
dstc6_00954,S_14,,,,0.932450956,,,
dstc6_00955,S_15,,,,0.949199368,,,
dstc6_00956,S_16,,,,0.932450956,,,
dstc6_00957,S_17,,,,0.932450956,,,
dstc6_00958,S_18,,,,0.911626631,,,
dstc6_00959,S_19,,,,0.713289172,,,
dstc6_00960,S_00,,,,0.711580281,,,
dstc6_00961,S_01,,,,0.702975517,,,
dstc6_00962,S_02,,,,0.716579554,,,
dstc6_00963,S_03,,,,0.892911764,,,
dstc6_00964,S_04,,,,0.710022116,,,
dstc6_00965,S_05,,,,0.828182611,,,
dstc6_00966,S_06,,,,0.892911764,,,
dstc6_00967,S_07,,,,0.712649566,,,
dstc6_00968,S_08,,,,0.728926356,,,
dstc6_00969,S_09,,,,0.732337141,,,
dstc6_00970,S_10,,,,0.789958533,,,
dstc6_00971,S_11,,,,0.868697661,,,
dstc6_00972,S_12,,,,0.8244283,,,
dstc6_00973,S_13,,,,0.718773785,,,
dstc6_00974,S_14,,,,0.96092871,,,
dstc6_00975,S_15,,,,0.787500862,,,
dstc6_00976,S_16,,,,0.881798852,,,
dstc6_00977,S_17,,,,0.964519626,,,
dstc6_00978,S_18,,,,0.889704045,,,
dstc6_00979,S_19,,,,0.81356468,,,
dstc6_00980,S_00,,,,0.942711113,,,
dstc6_00981,S_01,,,,0.979546373,,,
dstc6_00982,S_02,,,,0.906424454,,,
dstc6_00983,S_03,,,,0.980535519,,,
dstc6_00984,S_04,,,,0.946807777,,,
dstc6_00985,S_05,,,,0.682803746,,,
dstc6_00986,S_06,,,,0.980535519,,,
dstc6_00987,S_07,,,,0.771994513,,,
dstc6_00988,S_08,,,,0.961012041,,,
dstc6_00989,S_09,,,,0.78342652,,,
dstc6_00990,S_10,,,,0.963914364,,,
dstc6_00991,S_11,,,,0.963914364,,,
dstc6_00992,S_12,,,,0.825217228,,,
dstc6_00993,S_13,,,,0.734056287,,,
dstc6_00994,S_14,,,,0.974303256,,,
dstc6_00995,S_15,,,,0.921251278,,,
dstc6_00996,S_16,,,,0.948503954,,,
dstc6_00997,S_17,,,,0.937855454,,,
dstc6_00998,S_18,,,,0.958232232,,,
dstc6_00999,S_19,,,,0.724474748,,,
dstc6_01000,S_00,,,,0.749776624,,,
dstc6_01001,S_01,,,,0.889349861,,,
dstc6_01002,S_02,,,,0.873175837,,,
dstc6_01003,S_03,,,,0.787449569,,,
dstc6_01004,S_04,,,,0.704979828,,,
dstc6_01005,S_05,,,,0.928414887,,,
dstc6_01006,S_06,,,,0.787449569,,,
dstc6_01007,S_07,,,,0.971154442,,,
dstc6_01008,S_08,,,,0.889349861,,,
dstc6_01009,S_09,,,,0.881040551,,,
dstc6_01010,S_10,,,,0.735139553,,,
dstc6_01011,S_11,,,,0.826391762,,,
dstc6_01012,S_12,,,,0.842326127,,,
dstc6_01013,S_13,,,,0.815940269,,,
dstc6_01014,S_14,,,,0.852463374,,,
dstc6_01015,S_15,,,,0.959224924,,,
dstc6_01016,S_16,,,,0.852463374,,,
dstc6_01017,S_17,,,,0.959224924,,,
dstc6_01018,S_18,,,,0.959224924,,,
dstc6_01019,S_19,,,,0.970901735,,,
dstc6_01020,S_00,,,,0.835426529,,,
dstc6_01021,S_01,,,,0.958860322,,,
dstc6_01022,S_02,,,,0.967717179,,,
dstc6_01023,S_03,,,,0.951089533,,,
dstc6_01024,S_04,,,,0.92835425,,,
dstc6_01025,S_05,,,,0.951089533,,,
dstc6_01026,S_06,,,,0.951089533,,,
dstc6_01027,S_07,,,,0.833080417,,,
dstc6_01028,S_08,,,,0.958860322,,,
dstc6_01029,S_09,,,,0.931173373,,,
dstc6_01030,S_10,,,,0.953798097,,,
dstc6_01031,S_11,,,,0.953798097,,,
dstc6_01032,S_12,,,,0.953482372,,,
dstc6_01033,S_13,,,,0.963922675,,,
dstc6_01034,S_14,,,,0.917303753,,,
dstc6_01035,S_15,,,,0.954018886,,,
dstc6_01036,S_16,,,,0.9273067,,,
dstc6_01037,S_17,,,,0.932350942,,,
dstc6_01038,S_18,,,,0.932350942,,,
dstc6_01039,S_19,,,,0.946807777,,,
dstc6_01040,S_00,,,,0.814376147,,,
dstc6_01041,S_01,,,,0.971822067,,,
dstc6_01042,S_02,,,,0.711563417,,,
dstc6_01043,S_03,,,,0.959380972,,,
dstc6_01044,S_04,,,,0.701341175,,,
dstc6_01045,S_05,,,,0.835761275,,,
dstc6_01046,S_06,,,,0.959380972,,,
dstc6_01047,S_07,,,,0.839943451,,,
dstc6_01048,S_08,,,,0.832219026,,,
dstc6_01049,S_09,,,,0.729474168,,,
dstc6_01050,S_10,,,,0.890734725,,,
dstc6_01051,S_11,,,,0.72297778,,,
dstc6_01052,S_12,,,,0.744957093,,,
dstc6_01053,S_13,,,,0.871314006,,,
dstc6_01054,S_14,,,,0.878871823,,,
dstc6_01055,S_15,,,,0.889572328,,,
dstc6_01056,S_16,,,,0.967286363,,,
dstc6_01057,S_17,,,,0.889572328,,,
dstc6_01058,S_18,,,,0.94964972,,,
dstc6_01059,S_19,,,,0.9353976,,,
dstc6_01060,S_00,,,,0.821544558,,,
dstc6_01061,S_01,,,,0.947605365,,,
dstc6_01062,S_02,,,,0.922799356,,,
dstc6_01063,S_03,,,,0.773722758,,,
dstc6_01064,S_04,,,,0.979523041,,,
dstc6_01065,S_05,,,,0.937052014,,,
dstc6_01066,S_06,,,,0.773722758,,,
dstc6_01067,S_07,,,,0.957081522,,,
dstc6_01068,S_08,,,,0.947605365,,,
dstc6_01069,S_09,,,,0.928114715,,,
dstc6_01070,S_10,,,,0.928114715,,,
dstc6_01071,S_11,,,,0.927748765,,,
dstc6_01072,S_12,,,,0.893040136,,,
dstc6_01073,S_13,,,,0.979546373,,,
dstc6_01074,S_14,,,,0.877619774,,,
dstc6_01075,S_15,,,,0.8876006,,,
dstc6_01076,S_16,,,,0.886727382,,,
dstc6_01077,S_17,,,,0.928114715,,,
dstc6_01078,S_18,,,,0.8876006,,,
dstc6_01079,S_19,,,,0.724474748,,,
dstc6_01080,S_00,,,,0.948719607,,,
dstc6_01081,S_01,,,,0.790220966,,,
dstc6_01082,S_02,,,,0.922387279,,,
dstc6_01083,S_03,,,,0.906946271,,,
dstc6_01084,S_04,,,,0.828245545,,,
dstc6_01085,S_05,,,,0.828245545,,,
dstc6_01086,S_06,,,,0.906946271,,,
dstc6_01087,S_07,,,,0.828245545,,,
dstc6_01088,S_08,,,,0.767476233,,,
dstc6_01089,S_09,,,,0.722222578,,,
dstc6_01090,S_10,,,,0.74776621,,,
dstc6_01091,S_11,,,,0.740694624,,,
dstc6_01092,S_12,,,,0.799256119,,,
dstc6_01093,S_13,,,,0.935134852,,,
dstc6_01094,S_14,,,,0.972224402,,,
dstc6_01095,S_15,,,,0.975680799,,,
dstc6_01096,S_16,,,,0.944208863,,,
dstc6_01097,S_17,,,,0.944208863,,,
dstc6_01098,S_18,,,,0.975680799,,,
dstc6_01099,S_19,,,,0.970901735,,,
dstc6_01100,S_00,,,,0.806645964,,,
dstc6_01101,S_01,,,,0.752537674,,,
dstc6_01102,S_02,,,,0.745747377,,,
dstc6_01103,S_03,,,,0.788323356,,,
dstc6_01104,S_04,,,,0.749440556,,,
dstc6_01105,S_05,,,,0.758018279,,,
dstc6_01106,S_06,,,,0.788323356,,,
dstc6_01107,S_07,,,,0.71508431,,,
dstc6_01108,S_08,,,,0.752537674,,,
dstc6_01109,S_09,,,,0.814998607,,,
dstc6_01110,S_10,,,,0.96018943,,,
dstc6_01111,S_11,,,,0.895485488,,,
dstc6_01112,S_12,,,,0.851020401,,,
dstc6_01113,S_13,,,,0.714773615,,,
dstc6_01114,S_14,,,,0.88961822,,,
dstc6_01115,S_15,,,,0.960891054,,,
dstc6_01116,S_16,,,,0.969750933,,,
dstc6_01117,S_17,,,,0.959554533,,,
dstc6_01118,S_18,,,,0.956834789,,,
dstc6_01119,S_19,,,,0.71580458,,,
dstc6_01120,S_00,,,,0.814534463,,,
dstc6_01121,S_01,,,,0.958042933,,,
dstc6_01122,S_02,,,,0.945006055,,,
dstc6_01123,S_03,,,,0.808549056,,,
dstc6_01124,S_04,,,,0.774441708,,,
dstc6_01125,S_05,,,,0.824075677,,,
dstc6_01126,S_06,,,,0.808549056,,,
dstc6_01127,S_07,,,,0.774441708,,,
dstc6_01128,S_08,,,,0.951163211,,,
dstc6_01129,S_09,,,,0.729591806,,,
dstc6_01130,S_10,,,,0.952828861,,,
dstc6_01131,S_11,,,,0.92527443,,,
dstc6_01132,S_12,,,,0.72553319,,,
dstc6_01133,S_13,,,,0.925290133,,,
dstc6_01134,S_14,,,,0.96363368,,,
dstc6_01135,S_15,,,,0.936767886,,,
dstc6_01136,S_16,,,,0.96363368,,,
dstc6_01137,S_17,,,,0.927793778,,,
dstc6_01138,S_18,,,,0.937181824,,,
dstc6_01139,S_19,,,,0.866703038,,,
dstc6_01140,S_00,,,,0.864365737,,,
dstc6_01141,S_01,,,,0.7496396,,,
dstc6_01142,S_02,,,,0.747173581,,,
dstc6_01143,S_03,,,,0.783338003,,,
dstc6_01144,S_04,,,,0.705978054,,,
dstc6_01145,S_05,,,,0.749592472,,,
dstc6_01146,S_06,,,,0.783338003,,,
dstc6_01147,S_07,,,,0.706456692,,,
dstc6_01148,S_08,,,,0.7496396,,,
dstc6_01149,S_09,,,,0.724104286,,,
dstc6_01150,S_10,,,,0.713824393,,,
dstc6_01151,S_11,,,,0.850372583,,,
dstc6_01152,S_12,,,,0.760824682,,,
dstc6_01153,S_13,,,,0.768685628,,,
dstc6_01154,S_14,,,,0.792125705,,,
dstc6_01155,S_15,,,,0.906417433,,,
dstc6_01156,S_16,,,,0.852551766,,,
dstc6_01157,S_17,,,,0.852551766,,,
dstc6_01158,S_18,,,,0.885138517,,,
dstc6_01159,S_19,,,,0.71580458,,,
